Cell_Index,Sample_Tag,Sample_Name
559320,SampleTag02_hs,SampleTag02_hs
682116,SampleTag02_hs,SampleTag02_hs
686407,SampleTag03_hs,SampleTag03_hs
851059,SampleTag01_hs,SampleTag01_hs
421441,SampleTag03_hs,SampleTag03_hs
497308,SampleTag01_hs,SampleTag01_hs
512865,SampleTag03_hs,SampleTag03_hs
681728,SampleTag02_hs,SampleTag02_hs
692116,SampleTag02_hs,SampleTag02_hs
845579,SampleTag02_hs,SampleTag02_hs
401651,SampleTag03_hs,SampleTag03_hs
538611,SampleTag01_hs,SampleTag01_hs
699089,SampleTag02_hs,SampleTag02_hs
137958,SampleTag02_hs,SampleTag02_hs
150286,SampleTag03_hs,SampleTag03_hs
184197,SampleTag03_hs,SampleTag03_hs
553319,SampleTag02_hs,SampleTag02_hs
616913,SampleTag02_hs,SampleTag02_hs
145186,SampleTag01_hs,SampleTag01_hs
523993,SampleTag01_hs,SampleTag01_hs
434940,SampleTag02_hs,SampleTag02_hs
783612,SampleTag01_hs,SampleTag01_hs
416484,SampleTag01_hs,SampleTag01_hs
674630,SampleTag03_hs,SampleTag03_hs
44359,SampleTag02_hs,SampleTag02_hs
215016,SampleTag01_hs,SampleTag01_hs
136985,SampleTag01_hs,SampleTag01_hs
196696,SampleTag02_hs,SampleTag02_hs
823970,SampleTag02_hs,SampleTag02_hs
166275,SampleTag02_hs,SampleTag02_hs
129416,Multiplet,Multiplet
333726,SampleTag03_hs,SampleTag03_hs
625667,SampleTag01_hs,SampleTag01_hs
40859,Multiplet,Multiplet
92331,SampleTag02_hs,SampleTag02_hs
727996,SampleTag02_hs,SampleTag02_hs
131240,SampleTag03_hs,SampleTag03_hs
444309,SampleTag03_hs,SampleTag03_hs
663533,SampleTag01_hs,SampleTag01_hs
683001,SampleTag01_hs,SampleTag01_hs
685754,SampleTag02_hs,SampleTag02_hs
420471,SampleTag02_hs,SampleTag02_hs
859716,SampleTag02_hs,SampleTag02_hs
64007,SampleTag03_hs,SampleTag03_hs
402190,SampleTag02_hs,SampleTag02_hs
289589,SampleTag01_hs,SampleTag01_hs
118361,SampleTag01_hs,SampleTag01_hs
664718,SampleTag02_hs,SampleTag02_hs
672478,SampleTag01_hs,SampleTag01_hs
805070,SampleTag03_hs,SampleTag03_hs
879487,SampleTag01_hs,SampleTag01_hs
788985,SampleTag03_hs,SampleTag03_hs
49073,SampleTag02_hs,SampleTag02_hs
315802,SampleTag03_hs,SampleTag03_hs
802395,SampleTag02_hs,SampleTag02_hs
521497,SampleTag01_hs,SampleTag01_hs
719107,SampleTag03_hs,SampleTag03_hs
828084,SampleTag01_hs,SampleTag01_hs
809117,SampleTag01_hs,SampleTag01_hs
839615,SampleTag02_hs,SampleTag02_hs
283688,SampleTag03_hs,SampleTag03_hs
604223,SampleTag01_hs,SampleTag01_hs
59373,SampleTag03_hs,SampleTag03_hs
286713,SampleTag03_hs,SampleTag03_hs
705865,SampleTag02_hs,SampleTag02_hs
708090,SampleTag03_hs,SampleTag03_hs
826265,SampleTag02_hs,SampleTag02_hs
29191,SampleTag02_hs,SampleTag02_hs
712,SampleTag03_hs,SampleTag03_hs
466776,SampleTag03_hs,SampleTag03_hs
623816,SampleTag02_hs,SampleTag02_hs
829249,SampleTag03_hs,SampleTag03_hs
140731,SampleTag01_hs,SampleTag01_hs
437761,SampleTag02_hs,SampleTag02_hs
533011,SampleTag01_hs,SampleTag01_hs
597939,SampleTag03_hs,SampleTag03_hs
280768,SampleTag02_hs,SampleTag02_hs
318431,SampleTag01_hs,SampleTag01_hs
884433,SampleTag01_hs,SampleTag01_hs
736080,SampleTag01_hs,SampleTag01_hs
304825,SampleTag02_hs,SampleTag02_hs
153276,SampleTag01_hs,SampleTag01_hs
818427,SampleTag03_hs,SampleTag03_hs
794353,SampleTag02_hs,SampleTag02_hs
120085,SampleTag01_hs,SampleTag01_hs
882416,SampleTag02_hs,SampleTag02_hs
220870,SampleTag01_hs,SampleTag01_hs
533171,SampleTag01_hs,SampleTag01_hs
860446,SampleTag03_hs,SampleTag03_hs
351565,SampleTag02_hs,SampleTag02_hs
662827,SampleTag02_hs,SampleTag02_hs
746241,SampleTag02_hs,SampleTag02_hs
322616,SampleTag02_hs,SampleTag02_hs
507644,SampleTag02_hs,SampleTag02_hs
734582,Multiplet,Multiplet
805448,SampleTag01_hs,SampleTag01_hs
255313,SampleTag01_hs,SampleTag01_hs
263839,SampleTag01_hs,SampleTag01_hs
575944,SampleTag02_hs,SampleTag02_hs
62883,SampleTag01_hs,SampleTag01_hs
257853,SampleTag01_hs,SampleTag01_hs
597438,SampleTag01_hs,SampleTag01_hs
711745,SampleTag01_hs,SampleTag01_hs
223942,SampleTag01_hs,SampleTag01_hs
320528,SampleTag03_hs,SampleTag03_hs
29347,SampleTag01_hs,SampleTag01_hs
841556,SampleTag02_hs,SampleTag02_hs
559714,SampleTag03_hs,SampleTag03_hs
857367,SampleTag02_hs,SampleTag02_hs
872632,SampleTag03_hs,SampleTag03_hs
57838,SampleTag03_hs,SampleTag03_hs
851933,Multiplet,Multiplet
359788,SampleTag03_hs,SampleTag03_hs
573527,SampleTag02_hs,SampleTag02_hs
62572,SampleTag01_hs,SampleTag01_hs
343434,SampleTag01_hs,SampleTag01_hs
814831,SampleTag03_hs,SampleTag03_hs
542009,SampleTag03_hs,SampleTag03_hs
337126,SampleTag02_hs,SampleTag02_hs
705854,SampleTag01_hs,SampleTag01_hs
856713,SampleTag03_hs,SampleTag03_hs
864919,SampleTag02_hs,SampleTag02_hs
43208,SampleTag02_hs,SampleTag02_hs
392090,SampleTag02_hs,SampleTag02_hs
810576,SampleTag02_hs,SampleTag02_hs
845268,SampleTag03_hs,SampleTag03_hs
148339,SampleTag01_hs,SampleTag01_hs
296336,SampleTag01_hs,SampleTag01_hs
355958,SampleTag03_hs,SampleTag03_hs
549737,SampleTag03_hs,SampleTag03_hs
550224,SampleTag03_hs,SampleTag03_hs
861217,SampleTag01_hs,SampleTag01_hs
123361,SampleTag02_hs,SampleTag02_hs
690884,SampleTag01_hs,SampleTag01_hs
49791,SampleTag02_hs,SampleTag02_hs
685618,SampleTag02_hs,SampleTag02_hs
57904,SampleTag03_hs,SampleTag03_hs
219386,SampleTag01_hs,SampleTag01_hs
321442,SampleTag01_hs,SampleTag01_hs
690828,SampleTag02_hs,SampleTag02_hs
756165,SampleTag03_hs,SampleTag03_hs
203267,SampleTag03_hs,SampleTag03_hs
821671,SampleTag03_hs,SampleTag03_hs
787579,SampleTag03_hs,SampleTag03_hs
554044,SampleTag01_hs,SampleTag01_hs
38352,SampleTag03_hs,SampleTag03_hs
72354,SampleTag01_hs,SampleTag01_hs
363892,SampleTag03_hs,SampleTag03_hs
844931,SampleTag02_hs,SampleTag02_hs
232025,SampleTag03_hs,SampleTag03_hs
330317,SampleTag02_hs,SampleTag02_hs
89520,SampleTag02_hs,SampleTag02_hs
341440,SampleTag02_hs,SampleTag02_hs
780696,SampleTag03_hs,SampleTag03_hs
526382,SampleTag02_hs,SampleTag02_hs
547676,SampleTag03_hs,SampleTag03_hs
385100,SampleTag02_hs,SampleTag02_hs
522530,SampleTag01_hs,SampleTag01_hs
470998,SampleTag03_hs,SampleTag03_hs
591892,SampleTag01_hs,SampleTag01_hs
720391,Undetermined,Undetermined
127799,SampleTag02_hs,SampleTag02_hs
713208,SampleTag01_hs,SampleTag01_hs
739623,SampleTag01_hs,SampleTag01_hs
185442,SampleTag01_hs,SampleTag01_hs
524071,SampleTag02_hs,SampleTag02_hs
400574,SampleTag01_hs,SampleTag01_hs
431086,SampleTag03_hs,SampleTag03_hs
717758,SampleTag01_hs,SampleTag01_hs
58113,SampleTag01_hs,SampleTag01_hs
264303,SampleTag01_hs,SampleTag01_hs
842492,Multiplet,Multiplet
236958,SampleTag01_hs,SampleTag01_hs
701674,SampleTag01_hs,SampleTag01_hs
186051,SampleTag02_hs,SampleTag02_hs
191906,SampleTag01_hs,SampleTag01_hs
229605,SampleTag02_hs,SampleTag02_hs
234332,SampleTag01_hs,SampleTag01_hs
441785,SampleTag03_hs,SampleTag03_hs
160072,SampleTag01_hs,SampleTag01_hs
260867,SampleTag03_hs,SampleTag03_hs
625748,SampleTag03_hs,SampleTag03_hs
438421,SampleTag02_hs,SampleTag02_hs
305380,SampleTag02_hs,SampleTag02_hs
467442,SampleTag03_hs,SampleTag03_hs
679860,SampleTag01_hs,SampleTag01_hs
267452,SampleTag02_hs,SampleTag02_hs
469956,SampleTag02_hs,SampleTag02_hs
209006,SampleTag03_hs,SampleTag03_hs
496152,SampleTag03_hs,SampleTag03_hs
596180,SampleTag01_hs,SampleTag01_hs
35448,SampleTag01_hs,SampleTag01_hs
231188,SampleTag03_hs,SampleTag03_hs
235024,SampleTag02_hs,SampleTag02_hs
597389,SampleTag01_hs,SampleTag01_hs
786418,SampleTag01_hs,SampleTag01_hs
159601,SampleTag02_hs,SampleTag02_hs
161502,SampleTag02_hs,SampleTag02_hs
197442,SampleTag03_hs,SampleTag03_hs
399386,SampleTag03_hs,SampleTag03_hs
688686,SampleTag01_hs,SampleTag01_hs
849145,SampleTag03_hs,SampleTag03_hs
54586,SampleTag03_hs,SampleTag03_hs
85607,SampleTag03_hs,SampleTag03_hs
416183,SampleTag01_hs,SampleTag01_hs
418200,SampleTag01_hs,SampleTag01_hs
754671,SampleTag03_hs,SampleTag03_hs
795780,SampleTag01_hs,SampleTag01_hs
807734,SampleTag03_hs,SampleTag03_hs
361726,SampleTag01_hs,SampleTag01_hs
768880,SampleTag03_hs,SampleTag03_hs
44159,SampleTag02_hs,SampleTag02_hs
185871,SampleTag01_hs,SampleTag01_hs
776694,SampleTag01_hs,SampleTag01_hs
293281,SampleTag02_hs,SampleTag02_hs
364324,SampleTag01_hs,SampleTag01_hs
240501,SampleTag03_hs,SampleTag03_hs
182352,SampleTag02_hs,SampleTag02_hs
817503,SampleTag01_hs,SampleTag01_hs
113090,SampleTag01_hs,SampleTag01_hs
188162,SampleTag03_hs,SampleTag03_hs
350163,SampleTag01_hs,SampleTag01_hs
212681,SampleTag03_hs,SampleTag03_hs
799435,SampleTag01_hs,SampleTag01_hs
68438,SampleTag02_hs,SampleTag02_hs
417572,SampleTag03_hs,SampleTag03_hs
792086,SampleTag03_hs,SampleTag03_hs
160768,SampleTag02_hs,SampleTag02_hs
160275,SampleTag01_hs,SampleTag01_hs
730768,SampleTag03_hs,SampleTag03_hs
755389,SampleTag03_hs,SampleTag03_hs
451526,SampleTag01_hs,SampleTag01_hs
702073,SampleTag01_hs,SampleTag01_hs
712794,SampleTag01_hs,SampleTag01_hs
246502,SampleTag01_hs,SampleTag01_hs
327129,SampleTag03_hs,SampleTag03_hs
514538,SampleTag01_hs,SampleTag01_hs
725003,SampleTag03_hs,SampleTag03_hs
752685,SampleTag02_hs,SampleTag02_hs
186805,SampleTag01_hs,SampleTag01_hs
436024,SampleTag01_hs,SampleTag01_hs
866838,SampleTag03_hs,SampleTag03_hs
490619,SampleTag01_hs,SampleTag01_hs
713755,SampleTag03_hs,SampleTag03_hs
26654,SampleTag02_hs,SampleTag02_hs
690421,SampleTag02_hs,SampleTag02_hs
731232,SampleTag03_hs,SampleTag03_hs
419678,SampleTag02_hs,SampleTag02_hs
821464,SampleTag03_hs,SampleTag03_hs
838090,SampleTag01_hs,SampleTag01_hs
769497,Multiplet,Multiplet
593042,SampleTag01_hs,SampleTag01_hs
360811,SampleTag03_hs,SampleTag03_hs
822228,SampleTag03_hs,SampleTag03_hs
871224,SampleTag03_hs,SampleTag03_hs
139717,SampleTag01_hs,SampleTag01_hs
211279,SampleTag01_hs,SampleTag01_hs
778334,SampleTag01_hs,SampleTag01_hs
822689,SampleTag01_hs,SampleTag01_hs
119545,SampleTag01_hs,SampleTag01_hs
846106,SampleTag03_hs,SampleTag03_hs
518621,SampleTag01_hs,SampleTag01_hs
174922,SampleTag03_hs,SampleTag03_hs
591375,SampleTag01_hs,SampleTag01_hs
739660,SampleTag03_hs,SampleTag03_hs
87981,SampleTag02_hs,SampleTag02_hs
125526,SampleTag03_hs,SampleTag03_hs
12759,SampleTag01_hs,SampleTag01_hs
172944,SampleTag02_hs,SampleTag02_hs
339441,SampleTag01_hs,SampleTag01_hs
670216,SampleTag01_hs,SampleTag01_hs
725190,SampleTag02_hs,SampleTag02_hs
621699,SampleTag01_hs,SampleTag01_hs
20608,SampleTag02_hs,SampleTag02_hs
284833,Multiplet,Multiplet
499345,SampleTag03_hs,SampleTag03_hs
542891,SampleTag01_hs,SampleTag01_hs
417815,SampleTag02_hs,SampleTag02_hs
491438,SampleTag02_hs,SampleTag02_hs
628813,SampleTag02_hs,SampleTag02_hs
591564,SampleTag03_hs,SampleTag03_hs
655983,SampleTag03_hs,SampleTag03_hs
819914,SampleTag02_hs,SampleTag02_hs
792687,SampleTag02_hs,SampleTag02_hs
190111,SampleTag01_hs,SampleTag01_hs
801000,SampleTag02_hs,SampleTag02_hs
120772,SampleTag03_hs,SampleTag03_hs
209346,SampleTag01_hs,SampleTag01_hs
250628,SampleTag02_hs,SampleTag02_hs
412311,SampleTag03_hs,SampleTag03_hs
491985,Multiplet,Multiplet
752422,SampleTag03_hs,SampleTag03_hs
603231,SampleTag01_hs,SampleTag01_hs
791992,SampleTag03_hs,SampleTag03_hs
72291,SampleTag02_hs,SampleTag02_hs
266261,SampleTag01_hs,SampleTag01_hs
370724,SampleTag02_hs,SampleTag02_hs
747531,SampleTag01_hs,SampleTag01_hs
222777,SampleTag03_hs,SampleTag03_hs
333393,SampleTag03_hs,SampleTag03_hs
366710,SampleTag02_hs,SampleTag02_hs
461963,SampleTag01_hs,SampleTag01_hs
279412,SampleTag01_hs,SampleTag01_hs
594208,SampleTag02_hs,SampleTag02_hs
784285,SampleTag02_hs,SampleTag02_hs
108712,SampleTag02_hs,SampleTag02_hs
695779,SampleTag01_hs,SampleTag01_hs
716363,SampleTag02_hs,SampleTag02_hs
162348,SampleTag02_hs,SampleTag02_hs
299421,SampleTag01_hs,SampleTag01_hs
680399,SampleTag03_hs,SampleTag03_hs
8209,SampleTag02_hs,SampleTag02_hs
533426,SampleTag01_hs,SampleTag01_hs
351986,SampleTag03_hs,SampleTag03_hs
481288,SampleTag01_hs,SampleTag01_hs
512589,SampleTag01_hs,SampleTag01_hs
830223,SampleTag01_hs,SampleTag01_hs
8693,SampleTag03_hs,SampleTag03_hs
410696,SampleTag01_hs,SampleTag01_hs
798624,SampleTag03_hs,SampleTag03_hs
202581,SampleTag03_hs,SampleTag03_hs
414941,SampleTag01_hs,SampleTag01_hs
447550,SampleTag01_hs,SampleTag01_hs
763316,SampleTag02_hs,SampleTag02_hs
257495,SampleTag03_hs,SampleTag03_hs
377649,SampleTag02_hs,SampleTag02_hs
661445,SampleTag03_hs,SampleTag03_hs
315827,SampleTag01_hs,SampleTag01_hs
349857,SampleTag01_hs,SampleTag01_hs
669962,SampleTag03_hs,SampleTag03_hs
698841,SampleTag02_hs,SampleTag02_hs
866917,SampleTag03_hs,SampleTag03_hs
304006,SampleTag03_hs,SampleTag03_hs
378871,SampleTag02_hs,SampleTag02_hs
673628,SampleTag03_hs,SampleTag03_hs
822553,SampleTag01_hs,SampleTag01_hs
863706,SampleTag03_hs,SampleTag03_hs
579578,SampleTag02_hs,SampleTag02_hs
319209,SampleTag02_hs,SampleTag02_hs
337548,SampleTag01_hs,SampleTag01_hs
521172,SampleTag01_hs,SampleTag01_hs
292663,SampleTag03_hs,SampleTag03_hs
462053,SampleTag02_hs,SampleTag02_hs
561566,SampleTag01_hs,SampleTag01_hs
384103,SampleTag02_hs,SampleTag02_hs
466901,SampleTag01_hs,SampleTag01_hs
629015,SampleTag01_hs,SampleTag01_hs
688120,SampleTag02_hs,SampleTag02_hs
369021,SampleTag03_hs,SampleTag03_hs
449468,SampleTag01_hs,SampleTag01_hs
481159,SampleTag01_hs,SampleTag01_hs
601009,SampleTag02_hs,SampleTag02_hs
206943,SampleTag02_hs,SampleTag02_hs
243991,SampleTag02_hs,SampleTag02_hs
779956,SampleTag01_hs,SampleTag01_hs
105097,SampleTag02_hs,SampleTag02_hs
369765,SampleTag02_hs,SampleTag02_hs
477871,SampleTag03_hs,SampleTag03_hs
20399,SampleTag02_hs,SampleTag02_hs
217735,SampleTag03_hs,SampleTag03_hs
325548,SampleTag01_hs,SampleTag01_hs
882623,Multiplet,Multiplet
396392,SampleTag03_hs,SampleTag03_hs
246754,Multiplet,Multiplet
364707,SampleTag02_hs,SampleTag02_hs
419106,SampleTag02_hs,SampleTag02_hs
861898,SampleTag03_hs,SampleTag03_hs
629177,SampleTag01_hs,SampleTag01_hs
19237,SampleTag02_hs,SampleTag02_hs
522274,SampleTag01_hs,SampleTag01_hs
791569,SampleTag02_hs,SampleTag02_hs
821532,SampleTag01_hs,SampleTag01_hs
101636,SampleTag03_hs,SampleTag03_hs
112534,SampleTag03_hs,SampleTag03_hs
141693,SampleTag03_hs,SampleTag03_hs
521218,SampleTag01_hs,SampleTag01_hs
785566,SampleTag03_hs,SampleTag03_hs
450437,SampleTag03_hs,SampleTag03_hs
592084,SampleTag03_hs,SampleTag03_hs
710343,SampleTag01_hs,SampleTag01_hs
466363,SampleTag01_hs,SampleTag01_hs
508241,SampleTag02_hs,SampleTag02_hs
171872,SampleTag03_hs,SampleTag03_hs
195694,SampleTag02_hs,SampleTag02_hs
604522,SampleTag03_hs,SampleTag03_hs
730011,SampleTag02_hs,SampleTag02_hs
21362,SampleTag02_hs,SampleTag02_hs
679682,SampleTag01_hs,SampleTag01_hs
687322,SampleTag02_hs,SampleTag02_hs
45707,SampleTag02_hs,SampleTag02_hs
388636,SampleTag01_hs,SampleTag01_hs
188372,SampleTag02_hs,SampleTag02_hs
735135,SampleTag02_hs,SampleTag02_hs
69770,SampleTag01_hs,SampleTag01_hs
110085,SampleTag02_hs,SampleTag02_hs
133864,SampleTag02_hs,SampleTag02_hs
591410,SampleTag01_hs,SampleTag01_hs
655091,SampleTag03_hs,SampleTag03_hs
346173,SampleTag02_hs,SampleTag02_hs
355178,SampleTag03_hs,SampleTag03_hs
615039,SampleTag02_hs,SampleTag02_hs
493789,SampleTag02_hs,SampleTag02_hs
298999,SampleTag02_hs,SampleTag02_hs
325967,SampleTag03_hs,SampleTag03_hs
490291,SampleTag01_hs,SampleTag01_hs
397943,SampleTag03_hs,SampleTag03_hs
814349,SampleTag02_hs,SampleTag02_hs
76621,SampleTag02_hs,SampleTag02_hs
176804,SampleTag02_hs,SampleTag02_hs
637090,SampleTag01_hs,SampleTag01_hs
711188,SampleTag03_hs,SampleTag03_hs
215065,SampleTag01_hs,SampleTag01_hs
677116,SampleTag03_hs,SampleTag03_hs
719735,SampleTag02_hs,SampleTag02_hs
231318,SampleTag03_hs,SampleTag03_hs
328451,SampleTag03_hs,SampleTag03_hs
503732,SampleTag01_hs,SampleTag01_hs
105130,SampleTag03_hs,SampleTag03_hs
190424,SampleTag01_hs,SampleTag01_hs
789210,SampleTag01_hs,SampleTag01_hs
128469,SampleTag01_hs,SampleTag01_hs
19720,SampleTag01_hs,SampleTag01_hs
209723,SampleTag01_hs,SampleTag01_hs
307722,SampleTag02_hs,SampleTag02_hs
571987,SampleTag02_hs,SampleTag02_hs
728128,SampleTag03_hs,SampleTag03_hs
616986,SampleTag02_hs,SampleTag02_hs
701124,SampleTag03_hs,SampleTag03_hs
802561,SampleTag02_hs,SampleTag02_hs
642632,SampleTag01_hs,SampleTag01_hs
38485,SampleTag01_hs,SampleTag01_hs
190265,SampleTag02_hs,SampleTag02_hs
826173,Multiplet,Multiplet
342730,SampleTag03_hs,SampleTag03_hs
436315,SampleTag02_hs,SampleTag02_hs
709031,SampleTag01_hs,SampleTag01_hs
558804,Multiplet,Multiplet
275185,SampleTag01_hs,SampleTag01_hs
124699,SampleTag02_hs,SampleTag02_hs
280000,SampleTag03_hs,SampleTag03_hs
420500,SampleTag01_hs,SampleTag01_hs
713452,SampleTag01_hs,SampleTag01_hs
323453,SampleTag03_hs,SampleTag03_hs
374350,SampleTag03_hs,SampleTag03_hs
667507,SampleTag02_hs,SampleTag02_hs
607898,SampleTag03_hs,SampleTag03_hs
703916,SampleTag01_hs,SampleTag01_hs
874290,SampleTag02_hs,SampleTag02_hs
470804,SampleTag03_hs,SampleTag03_hs
812072,SampleTag01_hs,SampleTag01_hs
195050,SampleTag02_hs,SampleTag02_hs
431978,SampleTag02_hs,SampleTag02_hs
528282,SampleTag01_hs,SampleTag01_hs
817634,SampleTag02_hs,SampleTag02_hs
357756,SampleTag01_hs,SampleTag01_hs
345340,SampleTag02_hs,SampleTag02_hs
360858,SampleTag01_hs,SampleTag01_hs
760329,SampleTag02_hs,SampleTag02_hs
285483,SampleTag03_hs,SampleTag03_hs
402166,SampleTag03_hs,SampleTag03_hs
71298,SampleTag03_hs,SampleTag03_hs
84895,SampleTag02_hs,SampleTag02_hs
736221,SampleTag02_hs,SampleTag02_hs
203523,SampleTag03_hs,SampleTag03_hs
101695,SampleTag03_hs,SampleTag03_hs
374719,SampleTag02_hs,SampleTag02_hs
209826,SampleTag01_hs,SampleTag01_hs
42312,SampleTag02_hs,SampleTag02_hs
641701,SampleTag03_hs,SampleTag03_hs
783187,SampleTag02_hs,SampleTag02_hs
562421,SampleTag02_hs,SampleTag02_hs
60998,SampleTag03_hs,SampleTag03_hs
147365,SampleTag03_hs,SampleTag03_hs
263997,SampleTag01_hs,SampleTag01_hs
133226,SampleTag03_hs,SampleTag03_hs
528170,SampleTag02_hs,SampleTag02_hs
544113,SampleTag03_hs,SampleTag03_hs
682502,SampleTag02_hs,SampleTag02_hs
244855,SampleTag02_hs,SampleTag02_hs
807457,SampleTag02_hs,SampleTag02_hs
854837,SampleTag02_hs,SampleTag02_hs
149086,SampleTag03_hs,SampleTag03_hs
29250,SampleTag02_hs,SampleTag02_hs
348420,SampleTag01_hs,SampleTag01_hs
758931,SampleTag03_hs,SampleTag03_hs
214669,SampleTag03_hs,SampleTag03_hs
790512,SampleTag01_hs,SampleTag01_hs
129436,SampleTag01_hs,SampleTag01_hs
445133,SampleTag03_hs,SampleTag03_hs
816207,SampleTag03_hs,SampleTag03_hs
769807,Multiplet,Multiplet
43608,SampleTag01_hs,SampleTag01_hs
144894,SampleTag02_hs,SampleTag02_hs
514575,SampleTag03_hs,SampleTag03_hs
715445,SampleTag03_hs,SampleTag03_hs
748992,SampleTag01_hs,SampleTag01_hs
73165,SampleTag03_hs,SampleTag03_hs
214172,SampleTag01_hs,SampleTag01_hs
385390,SampleTag01_hs,SampleTag01_hs
394112,SampleTag02_hs,SampleTag02_hs
492429,SampleTag01_hs,SampleTag01_hs
867162,Multiplet,Multiplet
73218,SampleTag01_hs,SampleTag01_hs
326289,SampleTag01_hs,SampleTag01_hs
202396,SampleTag01_hs,SampleTag01_hs
413898,SampleTag02_hs,SampleTag02_hs
876592,SampleTag03_hs,SampleTag03_hs
566144,SampleTag02_hs,SampleTag02_hs
745046,SampleTag02_hs,SampleTag02_hs
414729,SampleTag01_hs,SampleTag01_hs
202763,SampleTag01_hs,SampleTag01_hs
470745,SampleTag01_hs,SampleTag01_hs
660263,SampleTag01_hs,SampleTag01_hs
38065,SampleTag01_hs,SampleTag01_hs
171914,SampleTag01_hs,SampleTag01_hs
566388,SampleTag02_hs,SampleTag02_hs
750034,SampleTag02_hs,SampleTag02_hs
635137,SampleTag02_hs,SampleTag02_hs
157217,SampleTag01_hs,SampleTag01_hs
4404,Undetermined,Undetermined
15865,SampleTag01_hs,SampleTag01_hs
128777,SampleTag02_hs,SampleTag02_hs
788481,SampleTag03_hs,SampleTag03_hs
836137,SampleTag03_hs,SampleTag03_hs
838149,SampleTag02_hs,SampleTag02_hs
766379,SampleTag01_hs,SampleTag01_hs
754211,SampleTag02_hs,SampleTag02_hs
872174,SampleTag02_hs,SampleTag02_hs
876210,SampleTag03_hs,SampleTag03_hs
471588,SampleTag01_hs,SampleTag01_hs
701181,SampleTag03_hs,SampleTag03_hs
725617,SampleTag01_hs,SampleTag01_hs
854842,SampleTag02_hs,SampleTag02_hs
614921,SampleTag03_hs,SampleTag03_hs
796838,SampleTag02_hs,SampleTag02_hs
765173,SampleTag01_hs,SampleTag01_hs
878985,SampleTag03_hs,SampleTag03_hs
800364,SampleTag01_hs,SampleTag01_hs
337337,SampleTag01_hs,SampleTag01_hs
24321,SampleTag01_hs,SampleTag01_hs
308128,SampleTag02_hs,SampleTag02_hs
598498,SampleTag02_hs,SampleTag02_hs
867997,SampleTag02_hs,SampleTag02_hs
123884,SampleTag01_hs,SampleTag01_hs
612955,SampleTag03_hs,SampleTag03_hs
370862,SampleTag02_hs,SampleTag02_hs
158394,SampleTag02_hs,SampleTag02_hs
260425,SampleTag03_hs,SampleTag03_hs
467081,SampleTag02_hs,SampleTag02_hs
503699,SampleTag01_hs,SampleTag01_hs
524341,SampleTag02_hs,SampleTag02_hs
255580,SampleTag01_hs,SampleTag01_hs
663366,SampleTag02_hs,SampleTag02_hs
713306,SampleTag02_hs,SampleTag02_hs
83445,SampleTag03_hs,SampleTag03_hs
290727,SampleTag02_hs,SampleTag02_hs
516154,SampleTag03_hs,SampleTag03_hs
20027,SampleTag01_hs,SampleTag01_hs
55716,SampleTag03_hs,SampleTag03_hs
388568,SampleTag03_hs,SampleTag03_hs
864808,SampleTag01_hs,SampleTag01_hs
264950,SampleTag01_hs,SampleTag01_hs
428467,SampleTag01_hs,SampleTag01_hs
210083,SampleTag01_hs,SampleTag01_hs
33897,SampleTag03_hs,SampleTag03_hs
144225,SampleTag01_hs,SampleTag01_hs
510991,SampleTag01_hs,SampleTag01_hs
762673,SampleTag01_hs,SampleTag01_hs
597182,SampleTag02_hs,SampleTag02_hs
600288,SampleTag01_hs,SampleTag01_hs
672242,SampleTag03_hs,SampleTag03_hs
844426,SampleTag02_hs,SampleTag02_hs
83364,SampleTag01_hs,SampleTag01_hs
768182,SampleTag03_hs,SampleTag03_hs
303668,SampleTag02_hs,SampleTag02_hs
588776,SampleTag02_hs,SampleTag02_hs
616144,SampleTag01_hs,SampleTag01_hs
758433,SampleTag03_hs,SampleTag03_hs
138837,SampleTag02_hs,SampleTag02_hs
286132,SampleTag03_hs,SampleTag03_hs
248474,SampleTag03_hs,SampleTag03_hs
731592,SampleTag02_hs,SampleTag02_hs
310270,SampleTag01_hs,SampleTag01_hs
597559,SampleTag01_hs,SampleTag01_hs
793594,SampleTag03_hs,SampleTag03_hs
96319,SampleTag03_hs,SampleTag03_hs
259494,SampleTag03_hs,SampleTag03_hs
55542,SampleTag03_hs,SampleTag03_hs
576967,SampleTag01_hs,SampleTag01_hs
628772,SampleTag02_hs,SampleTag02_hs
790316,SampleTag03_hs,SampleTag03_hs
448602,SampleTag02_hs,SampleTag02_hs
486473,SampleTag03_hs,SampleTag03_hs
427100,SampleTag03_hs,SampleTag03_hs
599972,SampleTag03_hs,SampleTag03_hs
104137,SampleTag01_hs,SampleTag01_hs
138438,SampleTag02_hs,SampleTag02_hs
422298,Undetermined,Undetermined
678634,SampleTag03_hs,SampleTag03_hs
116872,SampleTag02_hs,SampleTag02_hs
343726,SampleTag03_hs,SampleTag03_hs
409427,SampleTag01_hs,SampleTag01_hs
759592,SampleTag03_hs,SampleTag03_hs
358495,SampleTag03_hs,SampleTag03_hs
44066,SampleTag01_hs,SampleTag01_hs
288406,SampleTag02_hs,SampleTag02_hs
514753,SampleTag01_hs,SampleTag01_hs
727784,SampleTag02_hs,SampleTag02_hs
44486,SampleTag03_hs,SampleTag03_hs
345937,SampleTag02_hs,SampleTag02_hs
478655,SampleTag02_hs,SampleTag02_hs
670480,SampleTag02_hs,SampleTag02_hs
822313,SampleTag02_hs,SampleTag02_hs
